gameid,league,patch,blue_p1,blue_p2,blue_p3,blue_p4,blue_p5,result,red_p1,red_p2,red_p3,red_p4,red_p5
LOLTMNT06_121176,LTA N,15.1,163,46,131,104,1,0,36,178,56,150,4
LOLTMNT06_121177,LTA N,15.1,113,57,171,176,118,0,128,27,90,58,122
LOLTMNT06_121179,LTA N,15.1,125,83,103,187,8,0,60,95,20,129,110
LOLTMNT03_238914,LJL,15.1,178,85,101,139,8,1,83,150,155,20,182
LOLTMNT03_237562,LJL,15.1,163,170,57,103,78,1,95,175,190,18,139
LOLTMNT03_237572,LJL,15.1,57,36,104,141,46,1,175,8,9,148,56
LOLTMNT02_270037,LAS,15.09,178,58,128,111,82,1,163,191,139,57,4
LOLTMNT03_237556,LJL,15.1,178,85,101,131,33,0,163,100,191,182,49
LOLTMNT03_238915,LJL,15.1,113,36,1,103,125,0,95,83,122,14,43
LOLTMNT03_237579,LJL,15.1,85,20,170,129,105,1,32,124,178,13,139
LOLTMNT03_237595,LJL,15.1,57,107,10,122,14,1,60,36,131,103,181
LOLTMNT03_238932,LJL,15.1,163,111,178,139,65,0,113,36,2,103,112
LOLTMNT02_269294,LCK,15.09,14,114,71,58,122,1,46,113,1,95,104
LOLTMNT03_238931,LJL,15.1,178,125,14,132,103,0,5,131,57,142,20
LOLTMNT02_269295,LAS,15.09,36,141,5,118,171,0,46,169,85,20,181
LOLTMNT03_237598,LJL,15.1,163,178,49,40,99,0,58,100,111,82,182
LOLTMNT03_237594,LJL,15.1,14,113,57,163,122,1,150,100,58,23,4
LOLTMNT03_237592,LJL,15.1,85,5,101,175,1,1,163,57,104,131,146
LOLTMNT02_269297,LAS,15.09,113,22,129,56,105,0,107,104,93,27,71
LOLTMNT02_270047,LCK,15.09,139,163,124,171,175,0,64,178,144,172,40
LOLTMNT03_237605,LJL,15.1,163,178,14,104,5,0,10,170,33,82,110
LOLTMNT03_237601,LJL,15.1,163,83,103,125,150,0,58,141,15,5,93
LOLTMNT03_238939,LJL,15.1,139,141,130,122,29,0,131,9,125,20,49
LOLTMNT03_238943,LJL,15.1,169,163,171,124,139,0,100,85,181,20,46
LOLTMNT03_238944,LJL,15.1,163,54,111,124,112,0,46,95,103,186,60
LOLTMNT03_238945,LJL,15.1,100,36,1,122,139,0,114,9,146,154,46
LOLTMNT03_237611,LJL,15.1,57,49,178,134,99,0,163,120,103,40,190
LOLTMNT03_238951,LJL,15.1,178,62,103,60,171,1,131,9,148,125,49
LOLTMNT03_238954,LJL,15.1,100,163,65,139,49,0,105,175,58,82,1
LOLTMNT03_238958,LJL,15.1,95,170,1,4,5,0,169,59,8,82,125
LOLTMNT03_237616,LJL,15.1,169,142,15,150,110,1,176,118,170,40,43
LOLTMNT03_237610,LJL,15.1,14,113,176,20,136,0,181,62,70,4,38
LOLTMNT02_269313,LCK,15.09,14,141,57,176,118,1,178,1,139,163,124
LOLTMNT02_270072,LAS,15.09,46,170,150,103,176,0,14,178,128,118,58
LOLTMNT03_238973,HC,15.1,163,173,1,118,57,1,10,178,20,99,112
LOLTMNT02_270074,LCK,15.09,128,111,175,10,20,0,113,112,40,58,4
12061-12061_game_1,LPL,15.09,169,150,13,58,103,0,128,178,1,36,4
LOLTMNT06_121198,LCP,15.1,169,36,82,1,0,1,163,178,5,14,90
LOLTMNT02_269338,LAS,15.09,113,95,129,82,0,1,171,163,141,122,105
LOLTMNT05_133127,LFL2,15.09,57,83,0,27,122,1,139,10,74,129,82
12061-12061_game_2,LPL,15.09,139,85,101,114,78,1,14,64,124,60,151
LOLTMNT02_270094,LAS,15.09,100,5,62,114,1,1,175,36,125,111,20
LOLTMNT06_121201,LCP,15.1,128,95,122,141,171,0,129,170,4,132,40
LOLTMNT05_133132,LFL2,15.09,113,146,122,58,100,1,1,169,62,154,0
12061-12061_game_3,LPL,15.09,163,57,122,105,155,1,46,141,2,187,86
LOLTMNT02_270115,LAS,15.09,83,10,115,51,182,0,107,104,32,13,56
LOLTMNT03_237652,HC,15.1,122,54,95,177,60,0,113,58,147,53,138
LOLTMNT02_270106,RL,15.09,128,122,58,146,156,0,163,171,139,4,83
LOLTMNT05_133137,LFL2,15.09,163,52,14,82,56,0,113,58,5,111,122
LOLTMNT06_120225,LCP,15.1,46,64,124,90,27,1,163,113,65,43,1
12062-12062_game_1,LPL,15.09,150,139,62,103,110,0,128,113,8,64,124
LOLTMNT02_270127,LAS,15.09,57,90,22,49,18,0,191,155,139,40,152
LOLTMNT02_269413,RL,15.09,46,169,180,82,85,1,90,49,56,155,20
LOLTMNT05_132161,LFL2,15.09,136,151,13,27,82,1,131,5,62,129,4
LOLTMNT06_120232,LCP,15.1,175,182,146,187,86,1,131,118,176,142,139
LOLTMNT02_269423,HLL,15.09,163,90,57,4,150,1,128,58,103,30,181
12062-12062_game_2,LPL,15.09,129,178,60,58,82,0,182,169,111,176,118
LOLTMNT06_121211,LCP,15.1,169,58,57,147,4,0,141,95,5,49,122
LOLTMNT02_270147,RL,15.09,113,1,103,62,5,0,10,150,114,178,174
LOLTMNT02_269440,HLL,15.09,27,83,122,140,139,1,95,131,82,105,188
LOLTMNT02_269452,HLL,15.09,169,85,101,43,158,0,176,178,2,20,41
LOLTMNT02_270164,RL,15.09,95,14,37,112,30,1,141,105,177,187,0
LOLTMNT06_121226,LTA S,15.1,169,1,56,85,101,1,178,95,60,165,122
LOLTMNT02_270179,HLL,15.09,175,10,133,172,111,1,22,65,46,100,93
LOLTMNT06_121228,LTA S,15.1,46,100,8,36,114,1,113,150,43,4,176
LOLTMNT02_269467,RL,15.09,22,65,6,44,147,0,129,173,125,9,154
LOLTMNT06_121232,LTA S,15.1,131,27,103,24,23,0,10,105,20,129,38
LOLTMNT02_269476,HLL,15.09,113,171,182,62,34,0,32,114,5,1,118
LOLTMNT06_121241,LTA S,15.1,46,100,1,62,118,0,128,178,8,36,114
LOLTMNT06_120272,LTA S,15.1,57,10,122,171,90,1,113,64,139,124,2
LOLTMNT06_120292,LTA N,15.1,150,113,128,58,114,1,178,1,129,4,62
LOLTMNT06_120293,LTA N,15.1,163,57,103,40,72,0,36,104,139,170,122
LOLTMNT06_120302,LTA N,15.1,100,163,1,103,127,1,150,113,5,188,82
LOLTMNT06_120304,LTA N,15.1,178,8,139,22,10,0,64,124,0,171,156
LOLTMNT03_237954,LCKC,15.1,163,170,103,139,171,1,178,95,122,1,0
LOLTMNT03_239324,LCKC,15.1,46,131,181,176,118,1,36,111,56,175,4
LOLTMNT03_237976,LCKC,15.1,57,107,40,62,136,0,182,13,82,100,187
LOLTMNT03_239354,LCKC,15.1,46,36,57,141,65,1,131,14,43,64,103
LOLTMNT03_239361,LCKC,15.1,178,129,139,95,122,0,125,1,105,85,20
LOLTMNT06_120308,PCS,15.1,57,56,36,46,103,1,163,178,139,34,171
12063-12063_game_1,LPL,15.09,46,178,129,176,118,1,104,113,13,62,1
LOLTMNT06_120309,PCS,15.1,128,175,8,58,90,1,170,150,5,4,140
12063-12063_game_2,LPL,15.09,139,83,181,27,122,0,95,60,100,4,111
LOLTMNT03_239391,LCKC,15.1,14,43,141,58,114,0,46,150,100,36,82
LOLTMNT06_120311,PCS,15.1,113,8,46,58,114,1,178,150,43,4,62
LOLTMNT03_240046,LCKC,15.1,128,178,171,187,4,1,113,129,95,112,122
12064-12064_game_1,LPL,15.09,150,100,128,95,103,1,178,163,139,4,2
LOLTMNT06_121289,PCS,15.1,128,175,85,94,190,1,141,163,5,49,65
LOLTMNT03_239431,LCKC,15.1,181,131,125,85,20,0,176,118,2,60,170
12064-12064_game_2,LPL,15.09,182,113,40,155,124,0,8,169,62,136,118
LOLTMNT06_120312,PCS,15.1,64,83,181,139,154,1,32,131,2,82,60
LOLTMNT03_240116,NEXO,15.1,100,85,150,25,82,1,27,178,136,2,4
LOLTMNT03_240130,NEXO,15.1,136,169,27,111,101,1,131,95,98,104,132
LOLTMNT03_239578,NEXO,15.1,132,4,46,93,54,1,90,59,82,49,38
LOLTMNT03_240172,NEXO,15.1,100,142,139,4,163,1,181,83,60,82,155
LOLTMNT03_240185,NEXO,15.1,113,122,155,8,125,0,95,178,4,14,112
LOLTMNT02_269512,LRS,15.09,163,178,82,5,150,1,58,100,46,122,78
LOLTMNT06_121305,CD,15.1,150,131,104,36,57,1,171,113,58,122,139
LOLTMNT02_270231,LRS,15.09,104,22,175,139,2,1,85,14,101,107,136
LOLTMNT06_120332,CD,15.1,128,62,118,181,90,1,10,5,169,103,13
LOLTMNT02_269514,LRS,15.09,57,83,181,59,103,1,27,141,182,129,4
LOLTMNT06_121312,CD,15.1,85,101,105,156,129,1,86,187,141,8,23
LOLTMNT02_270232,LRS,15.09,128,1,80,140,86,0,118,13,114,176,171
LOLTMNT06_120341,CD,15.1,178,128,1,103,62,1,150,58,113,4,40
LOLTMNT02_269515,LRS,15.09,36,20,156,125,147,0,62,90,155,191,43
LOLTMNT06_120342,CD,15.1,105,10,122,90,171,0,129,131,118,95,5
LOLTMNT03_240305,LCKC,15.1,150,131,5,176,103,1,128,78,175,118,59
LOLTMNT06_121318,PCS,15.1,169,129,57,95,103,0,114,150,51,36,4
LOLTMNT03_240318,LCKC,15.1,100,1,139,95,122,1,14,113,182,36,20
12065-12065_game_1,LPL,15.09,128,178,8,85,101,1,113,104,139,146,64
LOLTMNT06_120351,PCS,15.1,14,85,94,60,100,0,178,1,56,32,18
LOLTMNT03_239766,LCKC,15.1,46,141,129,58,115,0,43,80,111,64,124
12065-12065_game_2,LPL,15.09,182,95,4,2,131,0,141,56,111,118,176
LOLTMNT06_121328,PCS,15.1,150,58,57,74,4,1,95,181,128,90,118
LOLTMNT06_120375,LCKC,15.1,150,175,5,176,118,1,100,139,36,14,104
LOLTMNT06_121346,PCS,15.1,46,56,104,27,176,1,178,5,36,82,78
12066-12066_game_1,LPL,15.09,113,8,46,176,118,1,128,178,14,95,4
LOLTMNT06_121351,LCKC,15.1,46,178,129,82,95,1,57,113,171,85,103
LOLTMNT06_120389,PCS,15.1,163,65,141,2,0,0,64,124,54,171,23
12066-12066_game_2,LPL,15.09,139,170,150,58,103,0,83,163,181,122,112
LOLTMNT06_120394,LCKC,15.1,125,155,52,93,122,1,112,83,27,4,62
LOLTMNT03_239866,HM,15.1,163,111,113,4,112,1,57,62,90,122,0
LOLTMNT03_240461,HM,15.1,14,188,5,103,80,1,139,132,169,1,82
LOLTMNT02_269539,LVP SL,15.09,150,178,128,95,122,0,1,113,139,104,62
LOLTMNT06_121384,PRM,15.1,163,178,14,103,125,0,95,170,146,118,112
LOLTMNT02_269541,ROL,15.09,111,175,36,122,5,0,128,54,1,95,20
LOLTMNT06_121385,LFL,15.1,163,113,150,4,0,1,100,95,139,8,118
LOLTMNT03_240478,HM,15.1,95,114,171,100,71,1,2,118,58,178,25
LOLTMNT06_120422,PRM,15.1,181,131,46,62,104,1,1,4,44,36,45
LOLTMNT02_270252,LVP SL,15.09,14,141,43,176,118,1,181,131,57,27,65
LOLTMNT06_121391,LFL,15.1,1,175,43,64,103,1,178,14,56,122,176
LOLTMNT02_269543,ROL,15.09,27,170,104,4,38,0,13,58,30,82,57
LOLTMNT03_240502,HM,15.1,10,175,136,15,172,0,128,54,142,40,65
LOLTMNT06_121392,LFL,15.1,128,181,27,54,114,1,107,112,82,49,36
LOLTMNT02_270257,LVP SL,15.09,182,10,133,114,49,0,64,124,146,175,112
LOLTMNT06_120428,PRM,15.1,57,90,122,25,27,0,171,113,82,155,30
LOLTMNT02_269546,ROL,15.09,62,103,178,136,8,1,10,83,181,90,0
LOLTMNT06_120431,LFL,15.1,131,132,106,146,41,0,141,44,65,10,24
LOLTMNT06_121394,PRM,15.1,111,5,175,132,18,1,85,40,101,134,173
LOLTMNT02_269547,LVP SL,15.09,169,58,103,171,0,0,170,85,20,40,71
LOLTMNT06_120443,LFL,15.1,156,190,18,142,182,1,30,59,20,2,25
LOLTMNT06_120446,CD,15.1,178,187,86,190,125,1,85,150,101,141,43
LOLTMNT03_240573,LRN,15.1,113,142,13,4,46,1,132,131,103,14,57
LOLTMNT06_120447,CD,15.1,169,95,122,23,1,0,5,131,36,104,146
LOLTMNT03_241022,LRN,15.1,169,62,82,60,1,1,178,36,20,5,146
LOLTMNT06_120453,CD,15.1,46,150,169,20,10,1,105,113,1,103,58
LOLTMNT03_240607,LRN,15.1,150,85,94,175,40,0,176,118,128,111,141
LOLTMNT06_120454,CD,15.1,95,4,57,49,141,0,14,122,139,27,70
LOLTMNT03_240612,LRN,15.1,122,187,139,171,170,1,65,58,172,80,157
LOLTMNT03_241129,LCK,15.1,14,141,105,85,20,1,178,46,1,4,132
LOLTMNT03_241144,LCK,15.1,150,131,57,36,122,1,100,49,112,95,103
LOLTMNT06_120468,PCS,15.1,169,46,1,58,104,1,113,150,105,36,103
LOLTMNT03_241146,LJL,15.1,178,163,104,60,147,1,85,113,171,139,118
12067-12067_game_1,LPL,15.09,150,100,40,27,82,0,128,169,181,4,36
LOLTMNT06_120472,PCS,15.1,128,163,107,20,8,0,13,141,95,82,40
LOLTMNT03_241162,LCK,15.1,169,163,124,125,13,1,176,118,113,40,43
LOLTMNT03_240732,LJL,15.1,141,40,15,58,181,0,169,128,118,176,142
12067-12067_game_2,LPL,15.09,113,176,118,2,102,0,182,8,178,85,101
LOLTMNT06_120473,PCS,15.1,178,1,60,36,82,1,150,113,56,163,114
LOLTMNT03_241184,LJL,15.1,57,36,74,4,14,0,113,139,62,103,2
LOLTMNT06_120476,PCS,15.1,46,80,8,142,4,1,5,175,171,132,40
LOLTMNT03_241226,LCK,15.1,150,175,46,85,20,0,178,129,57,4,132
12068-12068_game_1,LPL,15.09,104,64,128,114,1,1,85,178,101,13,146
LOLTMNT03_240803,LJL,15.1,128,163,104,175,171,1,60,113,93,176,2
LOLTMNT03_240814,LCK,15.1,14,113,104,36,139,1,64,124,5,49,156
12068-12068_game_2,LPL,15.09,150,105,58,82,80,1,163,139,83,4,57
LOLTMNT03_240834,LJL,15.1,163,35,186,103,136,1,100,150,85,82,60
12068-12068_game_3,LPL,15.09,182,169,2,27,34,1,56,113,111,176,103
LOLTMNT03_240885,NEXO,15.1,169,163,104,87,38,0,136,155,8,175,122
LOLTMNT05_133187,TCL,15.09,150,175,5,118,36,1,178,46,1,4,62
LOLTMNT06_121443,PRM,15.1,169,176,118,14,139,0,111,107,36,104,30
LOLTMNT05_132223,TCL,15.09,100,40,27,122,111,1,128,170,129,58,103
LOLTMNT06_120495,LFL,15.1,90,171,139,140,65,0,163,104,178,5,111
LOLTMNT05_133193,AL,15.09,163,131,5,103,111,0,58,113,182,150,4
LOLTMNT03_240919,NEXO,15.1,100,150,136,182,140,1,83,181,163,60,4
LOLTMNT06_120508,PRM,15.1,163,100,150,4,43,0,58,1,103,83,27
LOLTMNT06_121456,LFL,15.1,100,36,14,4,46,1,141,27,150,122,172
LOLTMNT06_121455,EBL,15.1,113,62,150,0,122,1,36,54,129,43,4
LOLTMNT03_240954,NEXO,15.1,57,187,173,46,103,0,58,131,182,14,122
LOLTMNT05_132225,TCL,15.09,14,64,124,30,57,1,171,141,10,133,43
LOLTMNT03_241387,HC,15.1,163,100,171,65,136,1,36,150,52,15,69
LOLTMNT05_133194,AL,15.09,0,83,122,181,59,1,125,52,171,95,44
LOLTMNT06_121458,EBL,15.1,128,170,78,132,60,0,14,178,139,85,20
LOLTMNT06_120509,LFL,15.1,113,58,82,0,49,1,175,8,85,118,125
LOLTMNT06_121459,PRM,15.1,178,82,24,136,85,1,131,95,122,146,182
LOLTMNT03_240986,HC,15.1,14,175,95,124,139,1,1,170,122,62,0
LOLTMNT03_241413,NEXO,15.1,169,5,150,36,4,0,128,95,170,171,122
LOLTMNT05_133197,TCL,15.09,95,83,155,139,114,0,82,90,163,49,0
LOLTMNT05_132229,AL,15.09,178,57,14,10,124,1,1,175,82,27,110
LOLTMNT06_120512,EBL,15.1,163,90,182,57,103,0,93,178,112,58,82
LOLTMNT03_241431,NEXO,15.1,27,100,150,110,103,1,178,85,147,136,86
LOLTMNT03_242012,LRS,15.1,178,57,8,82,58,1,36,128,146,182,122
LOLTMNT06_121463,EBL,15.1,136,175,40,36,38,1,169,27,122,110,44
LOLTMNT05_132230,TCL,15.09,85,101,146,60,156,0,187,86,54,190,136
LOLTMNT05_132232,AL,15.09,57,178,146,122,27,0,169,1,139,95,118
LOLTMNT03_241456,LRS,15.1,163,191,155,90,112,1,10,52,93,4,5
LOLTMNT03_242042,LRS,15.1,169,85,101,129,0,1,176,175,103,13,2
LOLTMNT05_132233,AL,15.09,90,14,140,4,157,0,163,46,30,155,82
LOLTMNT05_133203,AL,15.09,150,62,103,100,105,1,113,58,20,49,112
LOLTMNT05_133204,AL,15.09,36,65,114,171,60,0,173,85,101,158,43
LOLTMNT03_242150,LCKC,15.1,163,150,103,105,114,1,14,178,5,64,124
LOLTMNT03_241581,LCKC,15.1,113,46,1,58,82,0,128,100,111,118,176
LOLTMNT03_242151,LCKC,15.1,113,129,40,58,103,0,128,1,175,85,20
LOLTMNT03_241607,LCKC,15.1,57,129,141,62,122,1,128,131,181,36,20
LOLTMNT03_242164,LCKC,15.1,57,105,36,27,90,1,150,178,95,122,51
LOLTMNT03_242165,LCKC,15.1,105,139,14,95,4,0,57,80,2,36,20
LOLTMNT03_242177,LCKC,15.1,1,176,118,80,139,0,125,170,13,95,104
LOLTMNT03_242179,LCKC,15.1,163,100,5,4,158,1,49,43,141,132,148
LOLTMNT03_242204,LJL,15.1,163,170,57,122,46,0,178,62,139,103,13
LOLTMNT03_242206,LCK,15.1,128,131,181,163,114,1,100,150,5,95,103
LOLTMNT03_242218,LCK,15.1,14,141,0,85,118,0,139,175,1,122,36
LOLTMNT03_241653,LJL,15.1,169,64,104,5,8,0,178,46,171,10,20
12069-12069_game_1,LPL,15.09,163,182,8,124,156,1,150,113,60,122,36
LOLTMNT03_242231,LJL,15.1,169,128,36,146,20,1,163,54,40,93,15
12069-12069_game_2,LPL,15.09,139,95,82,178,111,0,85,136,20,186,2
LOLTMNT03_241674,LCK,15.1,171,64,124,182,107,1,178,104,36,8,110
LOLTMNT03_242254,LCK,15.1,14,114,57,85,20,0,128,141,142,132,103
LOLTMNT03_241687,LJL,15.1,10,20,46,1,186,1,95,139,104,175,33
12070-12070_game_1,LPL,15.09,128,175,2,4,140,1,163,169,46,1,124
LOLTMNT03_242279,LJL,15.1,190,22,104,60,107,0,150,95,122,171,43
12070-12070_game_2,LPL,15.09,182,113,146,58,103,0,150,100,139,176,20
LOLTMNT03_241740,LJL,15.1,175,56,62,1,87,0,182,131,14,27,103
LOLTMNT02_270301,LVP SL,15.09,14,90,95,103,43,0,113,150,139,104,62
LOLTMNT06_121513,LFL,15.1,14,113,182,58,82,0,1,178,163,173,122
LOLTMNT06_120559,NLC,15.1,163,100,139,1,4,1,150,178,58,25,103
LOLTMNT05_133212,AL,15.09,1,169,163,5,82,0,150,178,57,36,20
LOLTMNT06_121531,LFL,15.1,150,175,22,139,65,0,100,36,49,104,0
LOLTMNT02_269614,LVP SL,15.09,100,176,118,136,1,1,27,178,82,57,146
LOLTMNT06_120566,NLC,15.1,95,90,0,118,171,0,27,44,54,122,2
LOLTMNT05_132236,AL,15.09,46,175,14,176,118,0,113,95,122,181,191
LOLTMNT06_120565,EBL,15.1,169,62,150,139,34,1,36,100,1,104,0
LOLTMNT06_120569,LFL,15.1,27,191,103,181,43,0,90,85,20,171,5
LOLTMNT06_121533,NLC,15.1,40,156,62,104,169,1,5,131,146,9,154
LOLTMNT02_269617,LVP SL,15.09,128,131,181,10,20,1,85,112,101,30,155
LOLTMNT06_121538,EBL,15.1,90,95,129,122,57,1,83,181,103,27,112
LOLTMNT05_133214,AL,15.09,58,56,107,171,40,1,131,182,62,4,129
LOLTMNT02_270303,LPLOL,15.09,163,113,122,46,49,1,58,139,53,150,185
LOLTMNT02_270306,LVP SL,15.09,171,64,124,175,60,0,59,141,86,111,56
LOLTMNT06_120580,EBL,15.1,169,58,150,43,15,1,175,163,112,147,104
LOLTMNT02_270307,LPLOL,15.09,100,136,111,59,86,1,27,44,25,180,15
LOLTMNT05_133216,AL,15.09,103,32,111,60,6,1,90,155,134,27,71
LOLTMNT02_270308,LVP SL,15.09,122,170,71,187,2,1,0,4,107,140,84
LOLTMNT06_120583,EBL,15.1,113,171,36,57,82,1,100,93,110,133,114
LOLTMNT02_270314,LPLOL,15.09,170,190,62,104,107,1,10,14,94,131,5
LOLTMNT05_133217,AL,15.09,2,64,34,43,170,0,10,104,139,54,128
LOLTMNT02_269622,LPLOL,15.09,169,128,140,184,171,0,95,99,4,102,85
LOLTMNT03_241935,NACL,15.1,132,46,103,111,186,1,142,128,122,178,49
LOLTMNT03_241954,NACL,15.1,57,113,171,27,4,0,105,95,181,175,118
LOLTMNT02_269628,LPLOL,15.09,103,80,146,189,142,1,74,133,20,40,0
LOLTMNT03_242516,NACL,15.1,100,36,158,144,42,1,150,114,82,58,5
LOLTMNT03_241977,NACL,15.1,104,30,64,44,180,0,65,90,176,146,136
LOLTMNT03_243033,LCKC,15.1,14,128,175,163,103,0,113,171,57,104,64
LOLTMNT03_242564,LCKC,15.1,113,128,111,103,62,1,178,129,112,36,82
LOLTMNT03_243051,LCKC,15.1,178,129,95,60,122,0,150,141,36,56,4
LOLTMNT03_242581,LCKC,15.1,46,175,146,187,118,1,57,1,141,176,122
LOLTMNT03_243073,LCKC,15.1,171,132,4,170,0,1,105,139,27,142,20
LOLTMNT03_243096,LCK,15.1,178,57,1,85,20,1,129,156,182,163,122
LOLTMNT03_242638,LCK,15.1,171,114,43,44,132,0,46,40,107,4,155
LOLTMNT03_243130,LCP,15.1,178,150,163,103,139,1,169,1,128,104,62
LOLTMNT03_243145,LCK,15.1,113,40,105,36,82,0,128,150,178,4,58
LOLTMNT03_243155,LCP,15.1,105,27,82,95,125,1,36,170,122,13,57
LOLTMNT03_243166,LCK,15.1,14,131,163,23,136,1,139,1,175,95,122
LOLTMNT03_242720,LCP,15.1,10,175,40,112,118,0,5,8,54,58,4
LOLTMNT03_242726,LCK,15.1,129,182,156,59,86,1,170,111,176,20,13
LOLTMNT03_242767,LCP,15.1,128,178,14,176,118,1,113,46,49,4,132
LOLTMNT03_242801,LCP,15.1,175,64,124,40,137,1,85,182,101,171,114
LOLTMNT03_243300,HM,15.1,181,169,62,44,125,1,13,178,176,4,139
LOLTMNT05_132256,TCL,15.09,95,128,122,72,40,1,150,178,46,82,58
LOLTMNT03_243330,HM,15.1,57,90,95,118,43,0,113,150,182,85,103
LOLTMNT05_132258,TCL,15.09,113,36,8,136,15,0,64,100,124,182,49
LOLTMNT06_121560,LIT,15.1,163,114,139,14,4,0,58,113,46,103,49
LOLTMNT06_120594,LFL,15.1,1,100,27,122,125,0,178,95,14,103,43
LOLTMNT05_132260,AL,15.09,57,131,95,110,122,1,163,14,139,114,86
LOLTMNT03_243356,HM,15.1,163,2,20,131,180,0,111,122,175,46,132
LOLTMNT06_120603,LIT,15.1,100,40,122,176,125,1,1,107,20,85,56
LOLTMNT05_133232,TCL,15.09,57,66,103,164,60,1,27,90,4,62,0
LOLTMNT06_121568,LFL,15.1,128,113,62,118,111,1,90,36,5,132,106
LOLTMNT05_132263,AL,15.09,141,147,82,140,60,0,155,52,20,27,172
LOLTMNT06_121570,LIT,15.1,169,118,5,10,111,0,95,90,15,0,146
LOLTMNT05_133233,TCL,15.09,1,9,86,112,80,1,85,129,101,175,172
LOLTMNT05_132264,AL,15.09,1,100,103,58,44,1,113,150,4,36,5
LOLTMNT06_121571,LFL,15.1,58,29,180,0,115,1,155,52,82,142,127
LOLTMNT02_269637,LPLOL,15.09,100,102,8,132,112,0,128,155,158,107,118
LOLTMNT02_269639,LPLOL,15.09,113,85,101,93,30,1,122,36,190,95,5
LOLTMNT02_270327,LPLOL,15.09,57,1,186,142,34,1,170,49,103,80,160
LOLTMNT03_243509,NACL,15.1,169,46,132,118,8,0,178,85,94,44,40
LOLTMNT03_244066,NACL,15.1,43,83,58,4,27,1,181,131,7,59,15
LOLTMNT03_244102,NACL,15.1,57,100,111,62,82,0,113,139,122,10,150
LOLTMNT03_243579,NACL,15.1,90,155,136,152,171,1,175,125,103,140,49
LOLTMNT03_244130,NACL,15.1,65,176,129,30,5,1,1,36,54,184,173
LOLTMNT03_244165,LAS,15.1,178,181,128,132,20,1,150,170,0,4,85
LOLTMNT03_244182,LAS,15.1,113,111,182,103,95,0,104,107,25,78,58
LOLTMNT03_244183,LCK,15.1,14,131,57,163,122,0,46,178,1,132,103
LOLTMNT03_244198,LAS,15.1,57,131,27,49,122,0,60,163,129,141,44
LOLTMNT03_243654,LCK,15.1,150,175,139,58,82,1,113,129,25,36,104
LOLTMNT03_243679,LCK,15.1,105,27,60,176,118,0,182,74,4,171,59
LOLTMNT02_269648,ROL,15.09,111,175,36,15,60,0,178,163,171,122,114
LOLTMNT03_244289,LCK,15.1,128,131,181,132,103,0,46,150,141,95,122
LOLTMNT03_244287,LAS,15.1,14,141,56,58,4,0,46,131,181,163,114
12423-12423_game_1,LPL,15.1,163,40,100,82,146,1,128,169,58,8,122
LOLTMNT03_243760,LCP,15.1,128,169,1,85,20,1,36,178,5,4,8
LOLTMNT03_243757,LCK,15.1,171,156,139,36,20,0,111,107,105,85,15
LOLTMNT03_243759,LAS,15.1,100,40,132,0,82,0,107,111,5,118,176
LOLTMNT02_270335,ROL,15.09,169,150,95,4,0,1,1,131,5,27,20
LOLTMNT06_121577,LFL2,15.1,163,90,20,150,139,0,95,52,4,43,2
12423-12423_game_2,LPL,15.1,178,25,1,95,103,0,182,56,129,4,36
LOLTMNT03_244321,HC,15.1,57,122,46,141,36,1,128,178,49,103,62
LOLTMNT03_244328,LCP,15.1,139,176,118,13,170,0,25,150,107,86,76
LOLTMNT03_244330,LAS,15.1,178,150,36,122,60,0,128,170,62,1,103
LOLTMNT06_120615,LFL2,15.1,128,113,140,82,49,1,178,163,5,122,78
LOLTMNT02_270336,ROL,15.09,82,100,139,155,49,1,128,103,62,30,129
12423-12423_game_3,LPL,15.1,113,85,101,0,13,0,139,2,141,64,104
LOLTMNT03_243800,HC,15.1,163,111,175,124,125,0,27,150,54,15,56
LOLTMNT03_244375,LAS,15.1,95,104,83,13,110,1,64,27,52,112,146
LOLTMNT06_121591,LFL2,15.1,163,112,151,82,78,0,5,90,14,95,103
LOLTMNT03_244395,LCP,15.1,182,132,103,49,175,0,125,14,131,163,124
LOLTMNT03_243843,HC,15.1,14,156,181,142,4,0,155,131,5,104,22
LOLTMNT03_244421,LCP,15.1,46,141,171,10,4,1,27,90,13,58,122
LOLTMNT06_121595,LFL2,15.1,46,169,1,85,20,0,132,136,146,100,4
LOLTMNT03_243914,LCP,15.1,150,178,5,62,104,1,139,36,65,170,82
LOLTMNT06_121629,LEC,15.1,14,169,128,27,122,1,163,2,112,178,4
LOLTMNT06_120664,LEC,15.1,132,175,103,1,43,1,150,113,124,187,182
LOLTMNT03_244566,LTA S,15.1,46,36,104,40,107,1,169,128,122,58,171
LOLTMNT06_121630,LEC,15.1,64,46,152,141,49,0,176,114,56,118,8
LOLTMNT03_244608,LTA S,15.1,85,94,14,141,125,1,101,27,178,8,43
LOLTMNT06_121631,LEC,15.1,104,155,131,111,23,0,62,82,5,156,40
LOLTMNT03_244658,LTA S,15.1,22,83,57,60,4,1,131,59,103,0,147
LOLTMNT03_244700,LTA S,15.1,150,114,10,110,133,0,64,1,90,182,18
LOLTMNT03_244742,LTA N,15.1,163,113,40,112,4,1,128,100,58,8,20
LOLTMNT03_245193,LTA N,15.1,14,141,36,82,182,0,150,178,132,122,98
LOLTMNT03_245211,LTA N,15.1,139,176,118,111,30,0,125,131,49,85,101
